YEAR,1. Who is your neighborhood community organizer?,2. What type of garden do you have?,3. How long have you been growing with Home Gardens?,4. Did you garden this year?,"If you did NOT garden this year, please explain why.","5. Did you get enough seeds and starts for your garden? If no, please explain.",6. Has your fruit and vegetable consumption increased since gardening with Home Gardens?,7. Has growing a garden reduced the amount of times you visited a food pantry this season?,8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been feeling optimistic about the future],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been feeling useful] / 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [Me he sentido útil],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been feeling relaxed]/ 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [Me he sentido relajado/a],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been dealing with problems well] / 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [He estado lidiando bien con los problemas],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been thinking clearly] 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [He estado pensando claramente],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been feeling close to other people] / 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [Me he sentido cerca de otras personas],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been able to make up my own mind about things] / 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [He podido tomar mis propias decisiones],"9. Since joining the Home Gardens program, did you increase your knowledge/skill in... [Growing food?]","9. Since joining the Home Gardens program, did you increase your knowledge/skill in... [Cooking or preparing fresh produce?]","9. Since joining the Home Gardens program, did you increase your knowledge/skill in... [Using natural ingredients to make green cleaning products?]",10. Because of your garden did you? [Share produce from your garden with people outside your household? ],10. Because of your garden did you? [Meet any new neighbors?],10. Because of your garden did you? [Save money on groceries?],"10. Because of your garden did you? [Preserve (freeze, can, dry, pickle) any produce from your garden?]",16. Because of your garden did you....? [Experience any therapeutic (mental/emotional wellbeing) benefits from your garden?],11. Did having a garden increase your level of physical activity?,12. Please describe you and your family's experience in your garden this year.,13. Are there any workshops or skills training you would like to attend in the future?,"14. Did you receive the culturally relevant plants that you needed? If not, what items can we provide for you in the future? / 14. ¿Recibió las plantas culturalmente relevantes que necesitaba? Yes no, ¿qué artículos podrían proporcionarle?",15. How is your relationship with your community organizer? How could your community organizer better support you?,16. How often do you talk with your community organizer?,17. Is there anything else you would like us to know?,20. What were your favorite parts of gardening this year? ,6. Did you get plant starts from Plant Distribution Day?,"11. Did you participate in the CSA (Food Box) Program this year? 
",13. Do you have children in your home? (select all that apply),14. Did having a vegetable garden change your children's interest in eating fresh fruits and veggies?,"15. If you have school-aged children in your household, what school(s) are they enrolled in?",17. Did you attend a Growing Gardens virtual workshop or in-person class this season?,"If you did NOT attend a virtual workshop, let us know why (check all that apply):",21. What else would you like the see the Home Gardens program do in the future?,11. Did you receive a produce or food box from Growing Gardens at any time during the pandemic?,"9. In what ways has the garden been a benefit to you, your children or your community? (2018) "
2020,Camilo (North Portland),In-Ground/Mounded Earth,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes MORE often,,,,,,,,"Yes, I know more than I did before","Yes, I know more than I did before",,,,,,,I was MORE physically active because of the garden,"Due to Covid19  We was bless to have our five grandchildren four months!!
Who helped us plant assorted potatoes - peppers, garlic patch, collard greens, tomato,
 assorted onions, we was so successful. My Challenge was white bugs eating on!  Special my gkids left for Atlanta before harvesting time.. We sent there harvest to them. Gkids was so excited to get vegetable in the mail.",,,"Great comm organizer, I needed to reach out more.",,,Harvesting..,Yes,,,Their interest increased,,,,Take a tour of different homes back yards. Grp of fiver viYestors?,No,
2019,,In-Ground/Mounded Earth,,Yes,,,Yes,Stay the same as before I had my garden,,,,,,,,,,,Yes,Yes,Yes,No,Yes,I was MORE physically active because of the garden,"Tried corn this year and expanded my gardening space, added berries. ","Medicinal, food preservation, seed saving. ",,Good,,,Trying new things and expanding ,,,,Their interest increased,,,,Culturally specific events and workshops,,
2019,,In-Ground/Mounded Earth,,Yes,,,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,"Tried various new greens with mixed results.  Also grew cabbage for the first time and a variety of beans like black eyed peas.  And all my usuals: tomatoes, bell peppers, eggplant, string beans, peas, carrots, green onions, and lettuce.  I had two problems related to the program.  Some of the seeds seem like old, expired ones and they never germinated.  Also at the plant giveaway, there seems to be a fair amount of mislabeled plants so you may not end up with what you thought you took.",I need to know how to start various plants from seed in the house. ,,"She was the most responsive person I've met with the program.  She came over a couple times, communicated via email and phone, and responded when I contacted her.",,,The most exciting parts of gardening are watching everything come up and then also harvesting everything. ,,,,I don't have children,,,,Giving out recipes would be helpful especially for plants you don't usually grow. ,,
2019,,In-Ground/Mounded Earth,,Yes,,,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,,,,Yes,No,Not sure,Yes,Yes,I was MORE physically active because of the garden,"We grew zucchini, tomatoes, beans, peas, radishes, lettuce, peppers, eggplant, nasturtiums, cucumbers, carrots, potatoes, beets, garlic, herbs with varied success. Beans, peas, tomatoes, zucchini, potatoes, cucumbers were all super successful. Eggplant made one tiny eggplant. Beets and carrots never grew. Peppers barely produced a couple tiny peppers.",Anything to help me be more successful with getting plants to grow.,,Good. It would be great to have workshops or mentoring.,,,It was good for my mood. I made a lot of great food this summer and took care of a friend in need with it.,,,,Their interest increased,,,,Honeybees.,,
2019,,In-Ground/Mounded Earth,,Yes,,,Stayed the same,Stay the same as before I had my garden,,,,,,,,,,,Yes,Yes,Yes,No,Yes,I was MORE physically active because of the garden,"We grew tomatoes, squash, cucumbers, eggplant, sunflowers, strawberries, kale, collards, peas, watermelons, and cantaloupe.",I’m not sure.,,I don’t have a lot of contact with my community organizer but they have been helpful when needed.,,,My daughter’s excitement- she was very engaged in watching things grow.,,,,Their interest increased,,,,I think Home Gardens is already doing a great job. Maybe keep expanding?,,
2019,,In-Ground/Mounded Earth,,Yes,,,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,"I expand my garden every year. I grow about everything you can grow; fruit trees & bushes, berries, melons,  herbs, potatoes, & veg. I now start seeds & pot up all year round; right now I have lots of lettuce, spinach, kale, turnips, carrots, beets, onions, cabbage, mustard, & peas under fleece & seedlings in a little plastic greenhouse. My challenge is Brussel sprouts and sweet potatoes. I just can't seem to succeed but keep trying; I think 2020 will be my year! I harvested a whole bed of potatoes & now they're all sprouting out in my basement, so I need to figure out a better storage system! I need to start drying my herbs & flowers throughout the summer & not try to do it all at once in fall/winter.","Multi/succession cropping, no dig gardening, permaculture/food forest, drying/preserving. Building structures. Selling produce to restaurants.",,She's really great! I can't imagine what more she could do to support me.,,,I love all of it! It's all my favorite parts. ,,,,Their interest increased,,,,"Garden visits to each other's for inspiration & techniques, help for us older gals for some of the heavy work/carpentry,  ways to donate excess produce.",,
2019,,In-Ground/Mounded Earth,,Yes,,,No,Stay the same as before I had my garden,,,,,,,,,,,No,No,Not sure,No,Not sure,I was MORE physically active because of the garden,"Has less time to dedicate to garden this year. Planted less and later than in previous years. Low yields of small tomatoes, zucchini, and kale. No harvest from planted eggplant, peppers, large tomatoes, lettuce",Low maintenance gardening,,Home visits,,,Harvesting,,,,Their interest increased,,,,More home visits,,
2019,,Container Garden,,Yes,,,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,,,,Yes,Yes,Yes,No,Yes,I was MORE physically active because of the garden,We grew lots of vegetables and got to eat lots of healthy dishes with them,I am not really sure,,I had some bug issues but it was mainly with my sunflower which was okay I could have used a visit to discuss my garden issues,,,Being outside and seeing our efforts bring forth good food to eat,,,,Their interest didn't change,,,,Not really sure,,
2019,,Container Garden,,Yes,,,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,,,,Yes,Yes,Yes,No,Yes,I was MORE physically active because of the garden,"We grew lettuce, strawberries, bell peppers,  jalapenos, spinach, carrots, tomatoes, broccoli, & kale.",I enjoy the cooking workshops. ,,She was awesome. Very tentative.,,,The therapeutic aspect of it.,,,,Their interest increased,,,,Provide a better mentor. ,,
2018,,Container Garden,,Yes,,,Yes,Stayed the same as before I had a garden,,,,,,,,,,,Yes,Yes,Yes,No,,Stay the same as before I had my garden,"I had great success with most of my vegetable plants, but with the incredibly high heat this summer it was an ongoing struggle to keep them sufficiently water. That said I ended up with grape cherry tomatoes peppers and so on.",,,,,,,,,,I don't have children,,,,,,More fresh tomatoes is always an excellent thing.
2018,,In-Ground/Mounded Earth,,Yes,,,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,,,,Yes,No,Yes,Yes,,I was MORE physically active because of the garden,Nothing grew very well except the kale.  Even rosemary was stunted.  Too hot?,I'm ok.,,"Not good.  Hard to to get ahold of & she gave me incorrect info on where the plant giveaway would be held, both date and location.  Believe there was also a ground cover give away but I was never informed about it.",,,,,,,I don't have children,,,,Variety of plants last year was much superior to this year.,,Food to share with new neighbors & established friendships.  The garden meant that we could have more fresh vegetables since we don't have to pay for them.
2018,,High Raised Bed (2ft tall),,Yes,,,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,,,,Yes,Yes,Yes,No,,I was MORE physically active because of the garden,"Tomatoes,mustard greens,collard",Canning,,,,,,,,,"Yes, their interested increased",,,,,,Im able to eat more healthy because I'm on a fixed income and would not be able to afford to buy otherwise
2018,,Container Garden,,No,Moved houses,,Stayed the same,I went to food pantries and received emergency food boxes LESS often,,,,,,,,,,,Yes,Yes,Yes,No,,I was LESS physically active because of the garden,House plants indoors,How to grow herbs indoors as well,,I need to move to another location that provides the ability to garden,,,,,,,"Yes, their interested increased",,,,I can't think of anything,,Teaching my children where our food comes from
2018,,Container Garden,,Yes,,,Stayed the same,Stayed the same as before I had a garden,,,,,,,,,,,No,No,No,No,,Stay the same as before I had my garden,"Grew or attempted to grow eggplant, basil, tomatoes, okra, herbs, sunflowers and other flowers, lettuce. strawberries.",Container gardening without excess water dripping onto neighbor's porch.,,She was just great!,,,,,,,"Yes, their interested increased",,,,Provide some seeds along with plant starts.,,"My youngest grandson would come out on the deck with me to pick every strawberry that turned red. lol He took great interest in the pocketed terra cotta jar which grew the strawberries and herbs, along with the bees that buzzed around the flowering herbs."
2018,,High Raised Bed (2ft tall),,Yes,,,No,Stayed the same as before I had a garden,,,,,,,,,,,No,No,No,No,,I was MORE physically active because of the garden,"I planted different lettuces, cucumber,squash, cucumber, peppers, bell peppers, melons, tomatoes, and others; nothing grew past a couple inches tall. I think I need to completely start over in my raise garden bed with all brand new soil.",What to plant at what times,,It was great ,,,,,,,"Yes, their interested increased",,,,Not sure,,My kiddos like to spend time with me tending to the garden
2018,,Community Garden,,Yes,,,Yes,Stayed the same as before I had a garden,,,,,,,,,,,No,Yes,Yes,No,,I was MORE physically active because of the garden,I was a community gardener in our new neighborhood.,No longer a client from what I gathered. ,,N/A  My community organizer was ok.  My garden mentor was stellar! 2016-17,,,,,,,I don't have children,,,,Be better able to support and incorporate clients as they transition from low wage jobs to higher earning ones. Positive experiences build donor relationships.,,Learning the basic skills from growing gardens gave me the confidence to take on a community garden plot.
2018,,In-Ground/Mounded Earth,,Yes,,,No,Stayed the same as before I had a garden,,,,,,,,,,,Yes,No,No,No,,Stay the same as before I had my garden,"We didn't grow very much, too little care of it, and didn't harvest much. Some plants didn't produce at all",Hands on practice on how to plant seed/starts and how to care for the things were planting,,We would have benefitted from having one on one counseling from someone who came to visit,,,,,,,"Yes, their interested increased",,,,More site visits,,"Having lots of tomatoes, that I love. Taking pride in the vegetables we DID grow"
2018,,In-Ground/Mounded Earth,,Yes,,,No,I went to food pantries and received emergency food boxes LESS often,,,,,,,,,,,Yes,No,Yes,Yes,,I was MORE physically active because of the garden,We got started late because I had to move the garden from the location growing gardens put it. It wasn’t thriving there and I think something was wrong with the soil. But before we moved it we expanded the irrigation system to cover the new garden area. We didn’t get that done till early August - so after that I loosely sprinkled some seeds threw some soil on top and everything grew. So easy.  I just know it will work next year. ,,,I don’t know. ,,,,,,,Their interest didn't change,,,,Test the soil first before putting in a garden ,,I like having fresh herbs
2018,,High Raised Bed (2ft tall),,Yes,,,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,,,,Yes,Yes,Yes,Yes,,I was MORE physically active because of the garden,"My experience with the Growing Gardens team and the way they helped me with any questions  and my needs were phenomenal. I had a wonderful productive garden. Cucumber production was off the charts as well as the tomatoes and zucchinis. I also had fresh basil and green peppers. I have a beautiful raised bed that I am able to sit down on to tend to my space,thanks to Growing Gardens. I was able to share with many people in my 55+ community. What a wonderful blessing. I have and will continue to recommend you to any one that shows interest in gardening. Sincerely, Rhonda Johnsen
",I am a seasoned gardener of 50 yrs.,,My organizer helped with every aspect in the set up and support. ,,,,,,,I don't have children,,,,I had all of my needs met . Extremely satisfied. ,,Sharing resulted in socialization and new friends and helping others is quite gratifying. 
2018,,High Raised Bed (2ft tall),,Yes,,,Stayed the same,I went to food pantries and received emergency food boxes LESS often,,,,,,,,,,,No,No,Yes,No,,Stay the same as before I had my garden,"I grew a variety of tomatoes, herbs and squash- the carrots, broccoli and spinach didn’t yield any crop. ","I’d like to learn what is most suitable to plant based on my location, soul composition and sun exposure.",,I did not get the opportunity to meet them. ,,,,,,,I don't have children,,,,"I still need to get that intro class, but for the future, I’m hoping we can get organic soil. ",,I enjoyed not having to buy much produce. 
2018,,High Raised Bed (2ft tall),,Yes,,,Yes,I went to food pantries and received emergency food boxes MORE often,,,,,,,,,,,Yes,No,Yes,No,,I was MORE physically active because of the garden,"I had more pumpkins and a bigger plant, than I ever grown",Feeding and caring for plants,,Great,,,,,,,I don't have children,,,,The options for wider beds for an small fee.,,To me
2018,,Container Garden,,Yes,,,Yes,Stayed the same as before I had a garden,,,,,,,,,,,Yes,No,Yes,No,,I was MORE physically active because of the garden,"Butternut squash, strawberries, tomatoes and peppers. Did not get any peppers or tomatoes. They got fried from the sun. I'm not sure what can help with that? A makeshift greenhouse? A tarp?",Learning when to pick. Protecting from environments. Best spots to plant. ,,Texts and emails are great communication. ,,,,,,,"Yes, their interested increased",,,,I can't think of anything ,,Gets us outside more. Teaches my kids that hard work pays off
2018,,In-Ground/Mounded Earth,,Yes,,,Yes,Stayed the same as before I had a garden,,,,,,,,,,,Yes,No,Yes,No,,I was MORE physically active because of the garden,I planted broccoli in the large metal containers and they got too much sun exposure and died/ my tomatoes didn’t do very well in the in ground bed. I could use some help with soil testing and what’s best to plant what where. ,Any and all that I am able to. They always fell on my workdays. ,,I never met them. ,,,,,,,I don't have children,,,,More one on one training.,,"If my garden is more fruitful next year, I’d love to share with neighbors and get to know them better as a result of that sharing. 
"
2018,,Container Garden,,Yes,,,Yes,Stayed the same as before I had a garden,,,,,,,,,,,Yes,No,Yes,Yes,,I was MORE physically active because of the garden,We grew tomatos corn raspberries blueberries radishes potatos carrots lettuce strawberries and roses. And snapdragons pumpkins grapes sugar snap peas. Suculants ground cover plums ferns e bff erything did really well and beautiful . our corn was small. Our lettuce was bitter our sugarsnap peas were delicious our tomatoes were plentiful and very good,Any art classes cooking classes. Or gardening classes hI would love to attend.,,I dont know i didn't have community organizer,,,,,,,"Yes, their interested increased",,,,"I dont know but i I'll lll?

])loop 0",,Friends and my kids all enjoyed our garden andwe shared information about g ar d ening and it was a very good experience.
